datetime,title,link,house_type,price,acreage,address,district,city,bedrooms,wc,house_direction,balcony_direction,description,price 2,price 3,wc 2,bedrooms 2,floors,floors 2,property age,latitude,longitude,hospital,supermarket,school,park,hospital_distance,supermarket_distance,school_distance,park_distance
2023-01-05 08:57:50, BÁN NHÀ MINH KHAI- NHÀ MỚI-NHIỀU TẦNG-GẦN PHỐ-NGÕ TO-TIỆN ÍCH VÔ VÀN- GIÁ 87tr/m2 x 47,https://batdongsan.vn/ban-nha-minh-khai-nha-moi-nhieu-tang-gan-pho-ngo-to-tien-ich-vo-van-gia-87trm2-x-47-r258275,Nhà riêng,4.1,47.0,"Đường Minh Khai, Hai Bà Trưng, HN, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội,4.0,,,,"???? Vị trí Nhà cách Đường Minh Khai- Đường phố mới với 8 làn xe-  khoảng 150m. 
Ngõ rộng 4m thẳng thông, đường trước nhà xm tránh ba gác

???? Khu vực Kinh doanh Hàng hóa nhộn nhịp. Tiện di chuyển sang các tuyến phố : Đại La, Trương Định, Bạch Mai, Kim Ngưu…

???? Nhiều tiện ích: gần chợ, TTTM Chợ Mơ, Time City, Các trường ĐH lớn, Bệnh viện…

???? DT 47 m2- Thiết kế mới-  6 tầng, đầy đủ công năng cho hộ gia đình với 4 PN, Chổ để xe máy thoải mái 

???? Sổ đỏ chính chủ, sẵn sàng giao dịch

$$ Giá 4,1 tỷ + thương lượng

LH: Mr Phạm Bình_ Chuyên nhà HN 0988 496 967
•	TÌM nhà theo nhu cầu, 
•	DẪN xem nhà,
•	HỔ TRỢ mọi VĐ liên quan đến giao dịch- bao gồm pháp lý",4.1,4.1,,4.0,6.0,,158,20.9755354,105.85744654567378,False,True,True,True,2150.84992683589,1380.8327982693081,1190.6663845491378,587.1709698297158
2023-01-04 13:16:03,"Hxh Nguyễn Văn Nghi 7,6 tỷ 5x17 3pn P3 Gò Vấp",https://batdongsan.vn/hxh-nguyen-van-nghi-76-ty-5x17-3pn-p3-go-vap-r258274,Nhà riêng,7.6,85.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,3.0,3.0,,,"HẺM XE HƠI - NHIỀU TIỆN ÍCH - ĐẦU TƯ 
7,6 tỷ Hxh Nguyễn Văn Nghi 5x17 3pn P3 Gò Vấp

+ Hẻm xe hơi, thông sang Phạm Văn Đồng, Bạch Đằng, Lê Quang Định, Nguyễn Kiệm, Phan Văn Trị....
+ Tiện ích xung quanh đầy đủ: Chợ Gò Vấp, Đại học Công Nghiệp, Trung tâm thương mại ...an binh, dân trí cao
+ Sổ vuông vức, công chứng ngay, làm căn hộ cho thuê hay vp rất đưa khách",6.5,7.6,,3.0,,,158,10.8440568,106.6403038,False,False,True,False,2434.584050781077,0.0,114.37533151071365,0.0
2023-01-04 13:11:41,"Bán mặt tiền Chu Văn An Bình Thạnh giá 7 tỷ, duy nhất 1 căn giá tốt",https://batdongsan.vn/ban-mat-tien-chu-van-an-binh-thanh-gia-7-ty-duy-nhat-1-can-gia-tot-r258273,Nhà mặt phố,7.0,53.0,"Chu Văn An Bình Thạnh phố Hồ Chí Minh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,2.0,,,,"Chủ cần tiền bán gấp mặt tiền đường Chu Văn An Phường 12 Bình Thạnh.  Nhà diện tích 52.5m2 với chiều ngang 3.5m dài 15m, kết cấu 2 tầng kiên cố 2 phòng ngủ. Vị trí đắt địa, kinh doanh đa ngành nghề, có thể vừa ở vừa cho thuê mặt bằng. Vị trí gần trường cán Bộ, tiếp giáp giao lộ Nơ Trang Long, Phan Văn Trị….Giá chủ đang mong muốn bán 7 tỷ còn thương lượng.",7.0,7.0,,2.0,2.0,,158,10.8116148,106.6982858,False,False,False,False,0.0,0.0,0.0,0.0
2023-01-04 11:24:33,BÁN NHÀ 2 TẦNG QUANG TRUNG - 45M- NGANG 4.5M- GIÁ 2.85 TỶ TL,https://batdongsan.vn/ban-nha-2-tang-quang-trung-45m-ngang-45m-gia-285-ty-tl-r258267,Nhà riêng,2.85,45.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,2.0,2.0,,,"Chính chủ rao bán nhà Quang Trung 45m , Hơn 2 tỷ

- Nhà chính chủ, 1 trệt 1 lầu, ngang 4,5m, diện tích 45m, hẻm thông thoáng, gần bệnh viện Hồng Đức, Siêu thị Copmart.
- Sổ hồng mua bán sang tên nhanh
- Giá bán 2 tỷ 850 TL

Gọi ngay Huỳnh Liêng để được xem nhà miễn phí",2.85,2.85,,,2.0,2.0,158,10.8440568,106.6403038,False,False,True,False,2434.584050781077,0.0,114.37533151071365,0.0
2023-01-04 11:09:05,"BÁN NHÀ 2 TẦNG HXH QUANG TRUNG, 55M, GẦN CHỢ HẠNH THÔNG TÂY, GIÁ 5 TỶ",https://batdongsan.vn/ban-nha-2-tang-hxh-quang-trung-55m-gan-cho-hanh-thong-tay-gia-5-ty-r258264,Nhà riêng,5.0,55.0,"Quang Trung, P11, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,2.0,2.0,,,"Nhà 2 tầng Quang Trung, Xe hơi vô nhà, Giá 5 tỷ

- Nhà kết cấu 1 trệt 1 lầu, BTCT
- Diện tích 55m, xe hơi ngủ trong nhà
- Đường 4m, hẻm an ninh, hàng xóm trí thức
- Sát bên chợ Hạnh Thông Tây
- Phù hợp ở lâu dài
- Giá bán 5 tỷ còn thương lượng

Gọi ngay Huỳnh Liêng để được xem nhà miễn phí""",5.0,5.0,,,2.0,2.0,158,10.8419232,106.6436252,False,False,True,False,2633.505928949846,0.0,1152.2079977473588,0.0
2023-01-04 10:39:28,"Gấp bán HXH oto đậu nhà, đường Phạm Văn Bạch Tân Bình, nhà mới giá 3.45 tỷ Tl",https://batdongsan.vn/gap-ban-hxh-oto-dau-nha-duong-pham-van-bach-tan-binh-nha-moi-gia-345-ty-tl-r258261,Nhà riêng,3.45,32.0,"Phạm Văn Bạch P15 Tân BìnhThành phố Hồ Chí Minh, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,3.0,3.0,,,"+ Diện tích 32m2 – 4x8m.
+ Kết cấu 3 tầng BTCT 1 trệt, 1 lầu, sân thượng, 3PN, WC. Nhà mới vào ở ngay.
+ Cách MT đường chính 25m, khu vực an ninh – yên tĩnh.
+ Ngay trung tâm thuận tiện di chuyển qua các quận: Gò Vấp, Tân Phú, Quận 12, Phú Nhuận.
+ Tiện ích: gần siêu thị, chợ, trường học, dân trí cao.
+ Sổ vuông vức, chủ thiện chí, công chứng nhanh.
+ Giá 3.45 tỷ, thương lượng.
+ Gọi A.Vương xem nhà miễn phí: 0909053412
+ Chuyên nhà phố Tân Bình.",3.45,3.45,,3.0,3.0,,158,10.7976722,106.66523106900442,False,False,False,False,0.0,0.0,0.0,0.0
2023-01-04 10:30:13,"Gấp Gấp,sập hầm bán nhà Trần Kim Xuyến-Hòa Xuân,Cẩm Lệ. Đường7.5m.Giá chỉ 4.5 tỷ.",https://batdongsan.vn/gap-gapsap-ham-ban-nha-tran-kim-xuyen-hoa-xuancam-le-duong75mgia-chi-45-ty-r258257,Nhà mặt phố,4500000.0,100.0,"Đà Nẵng, Cẩm Lệ, Đà Nẵng",Cẩm Lệ,Đà Nẵng,3.0,3.0,,,"*&* Mô tả*&*

+ Cận Tết nên chủ nhà cần bán gấp căn nhà mới đẹp mặt đường Trần Kim Xuyến, giá tốt nhất thị trường.
+ Vị trí nằm song song đường Diệp Minh Châu. 
+ Gần ngã tư đường Nguyễn Hiến Lê, vị trí đẹp, dân cư đông đúc, rất thích hợp làm nhà ở.
+ Diện tích 100m², ngang 5m, dài 20m², đất sạch đẹp.
- Đường 7m5, lề 4m. 
+ Sổ đỏ chủ để nhà sẵn sàng giao dịch ngay. 
+ Gồm 2 Tầng 1 tum, 3 phòng ngủ WC kín, 1 PN tầng 1, GARA, P.Bếp, P.Khách, Phòng thờ, Sân phơi..rộng rãi thoáng, Đầy đủ full công năng, trang bị nội thất xịn, máy lạnh, ....
+ Vị trí cực đẹp,an ninh đỉnh.
+ Sổ hồng chính chủ, giao dịch ngay.
Liên hệ: Trường Vũ(chuyên nhà phố Đà Nẵng)
Cam Kết : Thương lương và làm việc với chủ trực tiếp",4.5,,,3.0,2.0,,158,16.03445385,108.2116399391114,False,False,False,False,0.0,0.0,0.0,0.0
2023-01-04 10:19:16,Cơ hội Đầu tư Sinh Lời rõ rệt nhất cho khách hàng.,https://batdongsan.vn/co-hoi-dau-tu-sinh-loi-ro-ret-nhat-cho-khach-hang-r258255,Nhà mặt phố,1.4,90.0,"QUỐC LỘ 1A, TT CÁI TẮC, CHÂU THÀNH A, HẬU GIANG",Châu Thành A,Hậu Giang,2.0,2.0,Tây-Bắc,Tây-Bắc,"Cơ hội Đầu tư Sinh Lời rõ rệt nhất cho khách hàng.
-Nằm trên Quốc Lộ 1A
+ Sản phẩm: nhà phố Thương mại 1 trệt, 1 lầu. 
+ Diện tích nhà: 120m2-140m2 , có kích thước 5m*12m, 5m*14m. Kết cấu 1 trệt 1 lầu, Tầng Trệt ( Phòng khách, phòng bếp, Phòng vệ sinh, Phòng Kho) Tầng 1( Phòng ngủ Master , ban công, phòng ngủ, phòng vệ sinh).
Gía. Giá chỉ 1,4 tỷ / căn. Tuỳ vị trí .
+ Pháp lý: Đầy đủ, ra sổ ngay khi giao dịch.
+ Hỗ trợ ngân hàng trả góp hàng tháng. 
+ Chiết khấu 8%, tặng Sh 150 , tặng 1,2 lượng vàng, miễn phí quản lý 24 tháng.
LH 0357400743 (Tiên)",1.4,1.4,,,2.0,,158,9.93014655,105.64014022638986,False,False,False,False,0.0,0.0,0.0,0.0
2023-01-03 17:54:22,0938459975,https://batdongsan.vn/0938459975-r258250,Nhà riêng,3.7,25.0,"Phường 22, Bình Thạnh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,3.0,2.0,,,"Nhà đẹp gần Landmark 81, phường 22 Bình Thạnh cần bán
+ Diện tích: 25m2
+ Giá bán: 3,7 tỷ
Mô tả:
+ Kết Cấu: 1 trệt, 2 lầu đúc( sân thượng trước) 3 phòng ngủ, 2 toilet.
+ Hẻm bê tông cao ráo, sạch sẽ, ko ngập, dân trí hiền lành, yên tĩnh, trước nhà để được 4-5 xe máy. 
+ Khu vực gần chợ, tiện ích ko thiếu thứ gì, 3 phút qua quận 1. 
+ Hướng: Đông tứ trạch 
+ Pháp lý sạch. công chứng ngay.
Liên hệ: 0938.459.975",3.7,3.7,2.0,3.0,3.0,,159,10.7927545,106.7191314,False,True,True,True,3014.582660484524,400.439438643588,293.627138289048,560.7851274298464
2023-01-03 18:19:26,"Nhà nhỏ xinh hẻm đường Lê Quý Đôn, P.12, Phú Nhuận, SHR, giá 2tỷ8",https://batdongsan.vn/nha-nho-xinh-hem-duong-le-quy-don-p12-phu-nhuan-shr-gia-2ty8-r258249,Nhà riêng,2.8,32.0,"Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,1.0,1.0,,,"Nhà nhỏ xinh hẻm đường Lê Quý Đôn, P.12, Phú Nhuận, SHR, giá 2tỷ8
Diện tích: 3.5 x 5m. Diện tích sàn 32m2
Kết cấu: 1 trệt 1 lầu
Gồm 1 phòng khách, bếp, 1 phòng ngủ, 1 nhà vệ sinh
Nhà mới đẹp, tiện cho thuê kinh doanh ,ở gia đình nhỏ
Khu dân cư an ninh – tri thức
Vị trí ngay khu vực cầu Công Lý gồm nhiều tiện ích như trường học, chợ Phú Nhuận, nhà sách Phú Nhuận, bệnh viện An Sinh
Liên hệ Kim Liên xem nhà 0968186764",2.8,2.8,1.0,1.0,2.0,,159,10.8010732,106.6798916250364,False,True,True,True,1525.3209981539421,869.0161116234713,835.4831296481807,1202.8554520791997
2023-01-03 18:19:58,"Nhà đẹp mới, HXT tránh nhau đường Thanh Đa, P.27, Bình Thạnh bán giá chỉ 6,5 tỷ",https://batdongsan.vn/nha-dep-moi-hxt-tranh-nhau-duong-thanh-da-p27-binh-thanh-ban-gia-chi-65-ty-r258248,Nhà riêng,6.5,,"Phường 27, Bình Thạnh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,5.0,4.0,,,"Nhà đẹp mới, HXT tránh nhau đường Thanh Đa, Phường 27, Bình Thạnh cần bán
+ Diện tích: 36m2
+ Giá bán: 6,5 tỷ
Mô tả:
+ Kết cấu: 1 trệt, 4 lầu BTCT sân thượng. 
+ Nhà mới đẹp, cực phẩm với 5PN 4WC. 
+ Tặng toàn bộ nội thất mới đẹp cho khách. 
+ Hẻm xe tải tránh nhau. Kinh doanh. Cách MT vài bước chân. 
+ Nhà lô góc cực kỳ thoáng mát. 
+ Dân trí tốt, hẻm sạch đẹp. An ninh, ko ngập nước. 
+ Sổ hồng chính chủ. công chứng trong ngày 
Liên hệ: 0938.459. 975",6.5,6.5,4.0,5.0,5.0,,159,10.8164453,106.7204618,False,True,True,True,2990.174012667643,63.93529647183109,340.96368809510676,331.95633185260203
2023-01-03 18:25:31,"Cuối năm chính chủ ngộp vốn cần bán nhà đường Thiên Phước,phường 9, quận Tân Bình,SHR,6.5 tỷ",https://batdongsan.vn/cuoi-nam-chinh-chu-ngop-von-can-ban-nha-duong-thien-phuocphuong-9-quan-tan-binhshr65-ty-r258247,Nhà riêng,6.5,52.0,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,1.0,2.0,Đông-Nam,,"Diện tích 51,8m2 
Kết cấu nhà 1 trệt 1 lầu, gồm 1 phòng khách, 1 phòng bếp, 1 phòng ngủ, 1 không gian chung, 2 nhà vệ sinh
Hẻm vào 5m xe hơi, cách đường lớn chỉ 50m, cách đường Lý Thường Kiệt chỉ tầm 300m
Khu an ninh yên tĩnh, tiện ích xung quanh đầy đủ, rất thích hợp cho gia đình có em bé và cô chú lớn tuổi
Liên hệ 0904107469( Quỳnh) xem nhà trực tiếp",6.5,,2.0,1.0,2.0,,159,10.7976722,106.66523106900442,False,False,False,False,0.0,0.0,0.0,0.0
